"CustomerID","Total_Purchase_Value","Customer_Value"
17759,819.96,"High Value"
17760,287.59,"Low Value"
17761,712.78,"High Value"
17763,15,"Low Value"
17764,772.55,"High Value"
17765,367.63,"Medium Value"
17767,271.2,"Low Value"
17768,2081.9,"Premium"
17769,3957.43,"Premium"
17770,1143.27,"High Value"
17771,245.81,"Low Value"
17772,173.45,"Low Value"
17774,1213.73,"High Value"
17775,56.4,"Low Value"
17777,647.56,"Medium Value"
17779,650.32,"Medium Value"
17781,188.02,"Low Value"
17783,283.47,"Low Value"
17785,131.94,"Low Value"
17786,266.85,"Low Value"
17787,1817.54,"Premium"
17788,1117.9,"High Value"
17789,225.9,"Low Value"
17790,1964.3,"Premium"
17791,106.1,"Low Value"
17793,300.34,"Low Value"
17795,342.83,"Medium Value"
17796,690,"High Value"
17797,780.43,"High Value"
17799,3039.17,"Premium"
17800,1187.21,"High Value"
17802,1285.04,"High Value"
17805,512.31,"Medium Value"
17806,546.04,"Medium Value"
17809,5411.91,"Premium"
17811,7761.81999999999,"Premium"
17812,699.81,"High Value"
17813,1698.07,"Premium"
17816,36.56,"Low Value"
17817,387.68,"Medium Value"
17819,3704.87,"Premium"
17824,298.4,"Low Value"
17827,1987.33,"Premium"
17828,1820.09,"Premium"
17829,889.24,"High Value"
17830,398.7,"Medium Value"
17831,35.4,"Low Value"
17832,155.37,"Low Value"
17835,342.24,"Medium Value"
17836,110.21,"Low Value"
17837,1541.23,"High Value"
17838,2720.8,"Premium"
17839,318.15,"Medium Value"
17841,40519.8400000001,"Premium"
17843,205.48,"Low Value"
17844,51.56,"Low Value"
17846,2033.1,"Premium"
17848,901.2,"High Value"
17849,605.8,"Medium Value"
17850,5391.21000000001,"Premium"
17852,114.34,"Low Value"
17854,311.26,"Medium Value"
17855,208.97,"Low Value"
17856,1418.03,"High Value"
17857,26879.04,"Premium"
17858,5140.66,"Premium"
17859,141.92,"Low Value"
17860,226.45,"Low Value"
17861,2097.88,"Premium"
17862,330.9,"Medium Value"
17863,3160,"Premium"
17864,554.85,"Medium Value"
17865,10526.32,"Premium"
17866,329.65,"Medium Value"
17867,1157.87,"High Value"
17869,428.18,"Medium Value"
17870,1865.89,"Premium"
17871,155.9,"Low Value"
17873,1848.96,"Premium"
17874,683.46,"High Value"
17877,237.61,"Low Value"
17878,379.45,"Medium Value"
17879,178.52,"Low Value"
17880,458.92,"Medium Value"
17881,133.35,"Low Value"
17883,664.34,"Medium Value"
17884,695.07,"High Value"
17885,156.34,"Low Value"
17886,869.28,"High Value"
17887,111.35,"Low Value"
17888,716,"High Value"
17889,201.37,"Low Value"
17890,586.89,"Medium Value"
17891,203.86,"Low Value"
17892,244.1,"Low Value"
17893,107.21,"Low Value"
17894,1118.96,"High Value"
17895,95.45,"Low Value"
17896,256.32,"Low Value"
17897,541.81,"Medium Value"
17898,152.06,"Low Value"
17899,154.55,"Low Value"
17900,112.2,"Low Value"
17901,110.38,"Low Value"
17904,181.07,"Low Value"
17905,798.99,"High Value"
17906,72.9,"Low Value"
17908,232.03,"Low Value"
17911,366.23,"Medium Value"
17912,310.06,"Medium Value"
17913,408.65,"Medium Value"
17914,329.36,"Medium Value"
17917,335.03,"Medium Value"
17919,1304.04,"High Value"
17920,4119.49999999999,"Premium"
17921,820.23,"High Value"
17923,207.5,"Low Value"
17924,2962.5,"Premium"
17925,244.08,"Low Value"
17926,397.29,"Medium Value"
17928,212.54,"Low Value"
17929,843,"High Value"
17930,1740.48,"Premium"
17931,408.36,"Medium Value"
17932,1331.57,"High Value"
17934,704.25,"High Value"
17935,145.79,"Low Value"
17936,380.13,"Medium Value"
17937,4301.22,"Premium"
17939,99.14,"Low Value"
17940,4020.04,"Premium"
17941,304.56,"Low Value"
17942,77.5,"Low Value"
17946,149.58,"Low Value"
17947,176.68,"Low Value"
17948,358.56,"Medium Value"
17949,58510.48,"Premium"
17950,482.2,"Medium Value"
17951,1008.54,"High Value"
17954,2314.13,"Premium"
17955,557.3,"Medium Value"
17956,12.75,"Low Value"
17957,111.68,"Low Value"
17958,508.46,"Medium Value"
17960,73.78,"Low Value"
17961,1296.44,"High Value"
17962,102.41,"Low Value"
17964,463.21,"Medium Value"
17965,2599.19,"Premium"
17966,1098.43,"High Value"
17967,112.27,"Low Value"
17968,265.1,"Low Value"
17969,228.2,"Low Value"
17970,562.79,"Medium Value"
17972,135.19,"Low Value"
17973,337.04,"Medium Value"
17974,703.99,"High Value"
17975,4483.26,"Premium"
17976,321.79,"Medium Value"
17977,288.14,"Low Value"
17978,300.92,"Low Value"
17979,732.41,"High Value"
17980,811.45,"High Value"
17984,152.68,"Low Value"
17985,631.35,"Medium Value"
17986,20.8,"Low Value"
17987,198.57,"Low Value"
17988,201.12,"Low Value"
17990,630.84,"Medium Value"
17991,93.35,"Low Value"
17994,674.89,"High Value"
17995,76.1,"Low Value"
17997,1962.46,"Premium"
17999,380.39,"Medium Value"
18001,415.13,"Medium Value"
18004,157.92,"Low Value"
18005,226.47,"Low Value"
18006,444.68,"Medium Value"
18008,2116.19,"Premium"
18009,247.39,"Low Value"
18010,174.8,"Low Value"
18011,102.79,"Low Value"
18013,187.29,"Low Value"
18014,162.22,"Low Value"
18015,120.03,"Low Value"
18016,1477.66,"High Value"
18017,523,"Medium Value"
18018,122.14,"Low Value"
18019,38.45,"Low Value"
18022,612.72,"Medium Value"
18024,389.78,"Medium Value"
18027,115.31,"Low Value"
18030,230.65,"Low Value"
18032,73.5,"Low Value"
18033,93.82,"Low Value"
18034,418.68,"Medium Value"
18035,713.89,"High Value"
18036,403.12,"Medium Value"
18037,70.02,"Low Value"
18040,357.2,"Medium Value"
18041,4097.37,"Premium"
18042,165.05,"Low Value"
18043,529.29,"Medium Value"
18044,2088.6,"Premium"
18045,178.34,"Low Value"
18048,172.29,"Low Value"
18050,74.4,"Low Value"
18053,300.02,"Low Value"
18055,6761.34,"Premium"
18056,363.65,"Medium Value"
18058,170.16,"Low Value"
18059,306.46,"Low Value"
18061,2119.41,"Premium"
18062,720.52,"High Value"
18064,814,"High Value"
18065,2392.83,"Premium"
18066,318,"Medium Value"
18067,396.33,"Medium Value"
18068,101.7,"Low Value"
18069,2009.24,"Premium"
18071,453,"Medium Value"
18072,247.44,"Low Value"
18073,3859.82,"Premium"
18074,489.6,"Medium Value"
18075,2611.75,"Premium"
18077,2584.41,"Premium"
18078,336.13,"Medium Value"
18079,3613.15,"Premium"
18080,1231.5,"High Value"
18081,343.45,"Medium Value"
18082,680.84,"High Value"
18084,90.48,"Low Value"
18085,689.95,"High Value"
18086,101.34,"Low Value"
18087,4055.72,"Premium"
18088,166.03,"Low Value"
18092,9068.26,"Premium"
18093,2106.52,"Premium"
18094,3017.3,"Premium"
18095,580.05,"Medium Value"
18096,849.06,"High Value"
18097,2662.4,"Premium"
18099,168.31,"Low Value"
18101,222.4,"Low Value"
18102,259657.3,"Premium"
18104,754.64,"High Value"
18105,113.48,"Low Value"
18106,421.9,"Medium Value"
18108,271,"Low Value"
18109,8004.92,"Premium"
18110,198.8,"Low Value"
18112,352.69,"Medium Value"
18113,76.32,"Low Value"
18114,220.1,"Low Value"
18116,1403.11,"High Value"
18117,315.65,"Medium Value"
18118,5625.07999999997,"Premium"
18119,180.7,"Low Value"
18120,111.15,"Low Value"
18121,653.3,"Medium Value"
18122,1793.06,"Premium"
18123,574.44,"Medium Value"
18125,1131.75,"High Value"
18126,200.92,"Low Value"
18127,347.08,"Medium Value"
18129,112.55,"Low Value"
18130,1059.39,"High Value"
18133,931.5,"High Value"
18135,681.91,"High Value"
18136,784.33,"High Value"
18138,152.65,"Low Value"
18139,8438.34,"Premium"
18142,1019.52,"High Value"
18143,1000.16,"High Value"
18144,2888.75,"Premium"
18145,2861.55,"Premium"
18146,160.35,"Low Value"
18147,179.34,"Low Value"
18149,612.08,"Medium Value"
18150,566.58,"Medium Value"
18151,653.35,"Medium Value"
18154,399.19,"Medium Value"
18155,371.62,"Medium Value"
18156,675.64,"High Value"
18158,453.4,"Medium Value"
18159,530.15,"Medium Value"
18160,638.06,"Medium Value"
18161,1618.69,"High Value"
18164,399.65,"Medium Value"
18165,302.46,"Low Value"
18167,1384.86,"High Value"
18168,1160.04,"High Value"
18169,202.65,"Low Value"
18170,980.31,"High Value"
18171,1231.31,"High Value"
18172,7561.68,"Premium"
18173,2106.84,"Premium"
18174,104,"Low Value"
18176,476.35,"Medium Value"
18177,1340.87,"High Value"
18178,1590.81,"High Value"
18179,1793.17,"Premium"
18180,1843.75,"Premium"
18181,366.85,"Medium Value"
18183,632.07,"Medium Value"
18184,49.8,"Low Value"
18185,304.25,"Low Value"
18188,2001.04,"Premium"
18189,1090.24,"High Value"
18190,284.46,"Low Value"
18191,207.8,"Low Value"
18192,957.97,"High Value"
18193,243.76,"Low Value"
18194,973.84,"High Value"
18196,686.63,"High Value"
18198,5425.56,"Premium"
18200,150.35,"Low Value"
18202,1396.99,"High Value"
18203,160.42,"Low Value"
18204,1975.35,"Premium"
18205,517.36,"Medium Value"
18209,139.1,"Low Value"
18210,2621.38,"Premium"
18211,600.07,"Medium Value"
18212,216.07,"Low Value"
18213,232.48,"Low Value"
18215,299.34,"Low Value"
18216,481.75,"Medium Value"
18217,621.75,"Medium Value"
18218,641.92,"Medium Value"
18219,2069.77,"Premium"
18220,305.28,"Low Value"
18221,1041.61,"High Value"
18222,443,"Medium Value"
18223,6484.54,"Premium"
18224,158.95,"Low Value"
18225,5504.96,"Premium"
18226,5228.05,"Premium"
18227,93.75,"Low Value"
18228,779.9,"High Value"
18229,7276.9,"Premium"
18230,2810.2,"Premium"
18231,2071.77,"Premium"
18232,592.97,"Medium Value"
18233,440,"Medium Value"
18235,1796.48,"Premium"
18236,882.24,"High Value"
18237,987.1,"High Value"
18239,1561.61,"High Value"
18240,422.58,"Medium Value"
18241,2073.09,"Premium"
18242,2232.49,"Premium"
18245,2567.06,"Premium"
18246,596.1,"Medium Value"
18248,804.02,"High Value"
18249,95.34,"Low Value"
18250,349.27,"Medium Value"
18251,4314.72,"Premium"
18252,518.27,"Medium Value"
18255,103.3,"Low Value"
18257,2337.63,"Premium"
18259,2338.6,"Premium"
18260,2628.35,"Premium"
18261,324.24,"Medium Value"
18262,149.48,"Low Value"
18263,1213.16,"High Value"
18265,801.51,"High Value"
18268,25.5,"Low Value"
18269,168.6,"Low Value"
18270,283.15,"Low Value"
18272,3078.58,"Premium"
18273,204,"Low Value"
18274,175.92,"Low Value"
18276,335.86,"Medium Value"
18277,110.38,"Low Value"
18278,173.9,"Low Value"
18280,180.6,"Low Value"
18281,80.82,"Low Value"
18282,178.05,"Low Value"
18283,2045.53,"Premium"
18287,1837.28,"Premium"
